NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,Mol
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21540,O=C(O)c1cc(C(=O)O)cc([N+](=O)[O-])c1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D34510>
0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,,0.0,TOX3848,CCOCN(C(=O)CCl)c1c(C)cccc1CC,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D344A0>
,,0.0,,,0.0,1.0,,,,1.0,1.0,TOX3197,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](OC4CC[C@@]5(C)C(CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)[C@@H](O)C[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D34430>
0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,TOX26305,COc1cc2c(cc1OC)C(C(C(=O)N(CCc1ccc(OC)c(OC)c1OC)CCc1ccc(OC)c(OC)c1OC)c1ccccc1)=NCC2,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D343C0>
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26306,COC(=O)C(CN)c1c[nH]c2ccc(OC)cc12,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D34350>
0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,,1.0,TOX26307,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D342E0>
0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26300,Cc1cccc(C)c1NC(=O)c1ccccc1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D34270>
0.0,1.0,,,,1.0,,,1.0,,,1.0,TOX26308,OB(O)O[Hg]c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D34200>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27680,CC(=O)c1sc(C)nc1C,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D34190>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27681,CCC(=O)C(=O)CC,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D34120>
0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,TOX28567,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D340B0>
0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,0.0,TOX25824,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D34040>
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25825,CN[C@@H](C)[C@H](O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1BF40>
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1309,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1BED0>
0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,TOX4159,CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1BE60>
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4154,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1BDF0>
,,,,,,,0.0,,0.0,,,TOX25820,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1BD80>
0.0,0.0,0.0,1.0,,1.0,0.0,,0.0,,,,TOX1301,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1BD10>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1307,ClC=CCCl,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1BCA0>
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX1304,NCCS(=O)(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1BC30>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1305,O=c1[nH]c(=O)n(C2CCCO2)cc1F,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1BBC0>
0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,TOX7633,CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1BB50>
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7635,CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1BAE0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX681,CCCCCCCN,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1BA70>
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX4487,Cc1cccc2sc(N)nc12,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1BA00>
,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX4484,COc1cccc2sc(N)nc12,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B990>
0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4485,COc1ccc2nc(N)sc2c1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B920>
0.0,0.0,1.0,,1.0,0.0,0.0,,1.0,0.0,,0.0,TOX4481,CCOc1ccc2nc(N)sc2c1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B8B0>
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX687,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B840>
0.0,0.0,1.0,,,0.0,1.0,1.0,1.0,0.0,,0.0,TOX4488,Cc1ccc(O)c(N)c1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B7D0>
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX4489,Cc1ccc(N)cc1O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B760>
0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,TOX685,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B6F0>
0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX684,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@H]1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B680>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21861,CCOP(O)OCC,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B610>
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24958,C[Si](C)(C)O[Si](O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B5A0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24953,OCCc1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B530>
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24951,C=C(C)C(=O)OCCOP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B4C0>
0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,TOX24950,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B450>
,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24221,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B3E0>
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX24223,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B370>
0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,TOX6098,O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B300>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6091,FC(Cl)(Cl)C(F)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B290>
0.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,,TOX6097,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B220>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2658,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B1B0>
0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX5689,COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B140>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5688,C1COCCN1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B0D0>
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TOX5680,CCCCC(CC)COC(=O)c1ccccc1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1B060>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX2655,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1AFF0>
,,,,,,,0.0,,0.0,,,TOX2657,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1AF80>
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6325,COc1ccc(NC(C)=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1AF10>
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24445,BrCc1ccc(Br)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1AEA0>
0.0,0.0,1.0,,,0.0,,0.0,0.0,0.0,,0.0,TOX25798,O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1AE30>
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX25792,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1ADC0>
0.0,0.0,,,0.0,0.0,,,0.0,,,,TOX25791,CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1AD50>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25796,CCCN1CCC[C@@H](c2cccc(O)c2)C1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1ACE0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX9848,CCC(CC)C(C)CCOC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1AC70>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25794,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1AC00>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25795,C[C@@H]1C(=O)N=C2Nc3cccc(Cl)c3CN21,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1AB90>
0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,TOX5355,O=CCCCC=O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1AB20>
0.0,0.0,,0.0,,1.0,,0.0,0.0,1.0,1.0,,TOX2437,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1AAB0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX21126,N#C[Fe-2](C#N)(C#N)(C#N)(C#N)N=O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1AA40>
0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,TOX2432,c1ccc2c(c1)ccc1c3ccccc3ccc21,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A9D0>
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2439,O=C(O)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A960>
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX14286,Cn1sc(Cl)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A8F0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX14287,CCCCCCCC1CCC(=O)O1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A880>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX14282,O=C(O)COc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A810>
0.0,,,1.0,,,,1.0,,,1.0,,TOX29155,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A7A0>
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX12628,COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A730>
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX12624,C#CCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A6C0>
0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,TOX12627,COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A650>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX12622,Cc1cc(=O)[nH]o1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A5E0>
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX12623,O=C(O)CCCc1c[nH]c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A570>
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX25578,O=C(O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A500>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25576,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A490>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX25574,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A420>
,,,,,,,0.0,,0.0,,,TOX25575,Cc1ccsc1/C=C/C1=NCCCN1C,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A3B0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX25572,CC1(C)[C@@H](OC(=O)CCC(=O)[O-])CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)[O-])CC[C@]3(C)CC[C@]21C,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A340>
0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,TOX25573,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)[O-])O3)O2)O1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A2D0>
0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX25570,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A260>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25571,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A1F0>
0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX18881,O=S(=O)([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A180>
0.0,,0.0,0.0,1.0,0.0,,,0.0,,1.0,,TOX18887,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A110>
0.0,0.0,,1.0,,1.0,,,0.0,,1.0,,TOX18666,CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A0A0>
0.0,,,1.0,,,,0.0,,1.0,1.0,,TOX18888,CCNc1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(N(CC)CC)cc2)c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D1A030>
,0.0,,,1.0,0.0,0.0,,1.0,0.0,,0.0,TOX13390,COc1cc(/C=C/c2ccccc2)oc(=O)c1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19FC0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX16288,CCCCCCCCCCC(CO)CCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19F50>
0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,TOX7050,CN(C)C(=S)[S-],<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19EE0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX7052,CC(C)(C)c1cccc(C(C)(C)C)c1O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19E70>
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3744,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19E00>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3745,OC1OC[C@@H](O)[C@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19D90>
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,TOX3746,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19D20>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3747,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19CB0>
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX3216,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19C40>
0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3214,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19BD0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3743,CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C.O=C(O)c1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19B60>
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3748,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19AF0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3749,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19A80>
1.0,1.0,0.0,,1.0,,0.0,,0.0,0.0,0.0,0.0,TOX26677,CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19A10>
0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,,0.0,TOX29374,c1ccc2c(c1)CCc1ccccc1N2,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D199A0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4978,O=C(O)c1cc(Cl)ccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19930>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4979,O=C(O)c1c(Cl)cccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D198C0>
1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4976,O=C(O)c1cccc(Cl)c1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19850>
,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4977,O=C(O)c1ccc(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D197E0>
0.0,,0.0,,0.0,0.0,0.0,0.0,,1.0,,,TOX29377,O=C1C=CC(=O)N1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19770>
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4970,O=Cc1c(Cl)cccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19700>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4971,O=Cc1ccc(Cl)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19690>
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,TOX17224,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C.CCCCCCCCCCCCOS(=O)(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19620>
0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,TOX10707,C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6CC(O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@H]5CC[C@@]43C)N2C1,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D195B0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX7443,C=CC(=O)NCOCCCC,<rdkit.Chem.rdchem.Mol object at 0x00000234E1D19540>
